time,latitude,longitude,mag,nst,net
2013-12-08T13:23:26.600Z,38.8432,-122.8292,0.6,,nc
2013-12-08T13:10:43.400Z,38.754,-122.7272,0.6,,nc
2013-12-08T13:06:20.700Z,38.8367,-122.7833,0.8,,nc
2013-12-08T13:02:39.000Z,38.809,-122.7942,0.8,,nc
2013-12-08T12:53:04.000Z,63.2663,-146.7538,1.7,13,ak
2013-12-08T12:52:08.000Z,61.3497,-151.6968,1.3,10,ak
2013-12-08T12:51:52.700Z,38.8048,-122.7825,0.5,,nc
2013-12-08T12:49:57.000Z,63.1369,-149.3474,0.8,6,ak
2013-12-08T12:48:07.200Z,38.8047,-122.7655,0.5,,nc
2013-12-08T12:45:12.344Z,36.7582,-115.5319,0.87,11,nn
2013-12-08T12:42:31.200Z,38.8232,-122.763,0.6,,nc
2013-12-08T12:42:26.400Z,47.8077,-122.8098,0.5,,uw
2013-12-08T12:35:35.300Z,37.4527,-118.8402,1.1,,nc
2013-12-08T12:34:15.000Z,38.8472,-122.8498,0.4,,nc
2013-12-08T12:31:01.300Z,38.8155,-122.8108,1.3,,nc
2013-12-08T12:22:44.000Z,61.2033,-150.2058,1.6,8,ak
2013-12-08T12:12:44.600Z,38.8362,-122.8382,1.6,,nc
2013-12-08T12:10:14.700Z,46.8935,-121.9922,0.3,,uw
2013-12-08T11:58:15.300Z,37.5142,-113.147,1,,uu
2013-12-08T11:55:25.000Z,63.26,-148.9006,1.2,4,ak
2013-12-08T11:54:08.700Z,38.8198,-122.7627,0.8,,nc
2013-12-08T11:52:52.500Z,46.255,-122.089,0.1,,uw
2013-12-08T11:43:14.870Z,-7.4731,123.1566,4.9,,us
2013-12-08T11:35:41.420Z,34.061,-117.2491667,0.91,35,ci
2013-12-08T11:30:59.050Z,33.4808333,-116.7943333,0.51,19,ci
2013-12-08T11:26:08.390Z,-18.8739,-174.5512,5,,us
2013-12-08T11:17:55.700Z,38.8195,-122.7615,2.4,,nc
2013-12-08T11:17:45.000Z,37.6163,-121.7882,1.1,,nc
2013-12-08T11:11:48.200Z,38.8375,-122.7853,1.5,,nc
2013-12-08T11:09:59.660Z,35.4875,-118.2826667,1.47,14,ci
2013-12-08T11:05:47.100Z,17.1562,-65.9785,3.4,16,pr
2013-12-08T10:50:34.700Z,38.7947,-122.772,0.9,,nc
2013-12-08T10:49:07.300Z,19.4113,-155.3052,0.4,,hv
2013-12-08T10:47:39.000Z,56.7107,-155.0232,3.2,22,ak
2013-12-08T10:22:00.000Z,37.886,-121.9933,1.2,,nc
2013-12-08T10:19:24.600Z,38.804,-122.7737,0.5,,nc
2013-12-08T10:17:40.100Z,38.6058,-112.0692,1.5,,uu
2013-12-08T10:14:29.700Z,38.8292,-122.8053,0.6,,nc
2013-12-08T09:52:32.000Z,62.3773,-149.472,1.4,18,ak
2013-12-08T09:50:21.000Z,63.6185,-149.9051,1.6,5,ak
2013-12-08T09:45:22.000Z,62.0367,-149.023,1.3,9,ak
2013-12-08T09:43:52.370Z,47.2852,153.2575,4.6,,us
2013-12-08T09:19:18.400Z,38.8218,-122.825,1.3,,nc
2013-12-08T09:12:14.700Z,44.8067,-110.5253,1.9,,uu
2013-12-08T09:08:10.830Z,32.9136667,-116.2825,1.41,38,ci
2013-12-08T09:01:44.500Z,19.4018,-155.2825,1.9,,hv
2013-12-08T08:55:34.600Z,46.5777,-119.8347,-0.1,,uw
2013-12-08T08:38:42.190Z,33.1916667,-115.5638333,0.8,8,ci
2013-12-08T08:27:17.000Z,19.5928,-155.8643,3.8,,hv
2013-12-08T08:23:01.000Z,61.4646,-146.7266,1.8,12,ak
2013-12-08T08:22:31.000Z,60.5374,-147.3885,1.7,9,ak
2013-12-08T08:19:58.000Z,63.0863,-148.8312,0.7,7,ak
2013-12-08T08:07:51.100Z,19.4377,-155.3167,2.1,,hv
2013-12-08T07:58:36.730Z,44.5027,149.104,4.9,,us
2013-12-08T07:57:56.080Z,31.8583333,-116.3266667,2.43,9,ci
2013-12-08T07:49:00.090Z,36.091,-117.8471667,1.28,10,ci
2013-12-08T07:48:46.200Z,38.812,-122.8105,1.6,,nc
2013-12-08T07:46:52.000Z,59.9846,-146.6641,2.2,33,ak
2013-12-08T07:40:42.160Z,34.0428333,-117.2421667,1.33,47,ci
2013-12-08T07:38:05.100Z,46.5745,-119.8307,0.7,,uw
2013-12-08T07:35:01.000Z,62.8648,-149.2494,0.9,14,ak
2013-12-08T07:33:44.720Z,36.1415,-118.0653333,1.85,15,ci
2013-12-08T07:33:32.900Z,40.1328,-121.0242,2,,nc
2013-12-08T07:22:52.460Z,33.312,-116.232,1.03,34,ci
2013-12-08T07:10:40.120Z,2.2174,128.8212,4.5,,us
2013-12-08T06:59:31.100Z,47.8218,-123.1403,0.2,,uw
2013-12-08T06:38:51.000Z,61.1988,-153.0537,2.4,12,ak
2013-12-08T06:38:09.000Z,38.825,-122.796,0.9,,nc
2013-12-08T06:27:33.130Z,35.5978,-97.3748,3.1,,us
2013-12-08T06:26:44.000Z,35.7165,-121.0947,1.4,,nc
2013-12-08T06:26:23.000Z,60.3133,-143.0146,1.3,11,ak
2013-12-08T06:24:21.400Z,19.4305,-155.317,0.8,,hv
2013-12-08T06:22:45.800Z,38.8008,-122.7992,1,,nc
2013-12-08T06:21:59.000Z,60.8642,-142.5162,1.1,13,ak
2013-12-08T06:17:00.238Z,40.3178,-119.798,0.45,5,nn
2013-12-08T06:14:55.000Z,61.3117,-147.6092,1.8,27,ak
2013-12-08T06:14:29.500Z,47.8462,-123.1598,0.3,,uw
2013-12-08T06:11:49.252Z,38.6437,-119.8052,1.25,6,nn
2013-12-08T06:10:03.980Z,32.9154,-97.5767,3.6,,us
2013-12-08T06:08:08.250Z,38.6497,-119.8003,0.91,6,nn
2013-12-08T06:07:58.000Z,63.1082,-151.4586,1.5,6,ak
2013-12-08T06:06:01.900Z,19.3168,-155.1827,2.3,,hv
2013-12-08T05:52:45.500Z,38.8387,-122.8388,0.9,,nc
2013-12-08T05:50:55.000Z,63.4065,-148.5602,1.2,12,ak
2013-12-08T05:45:43.700Z,46.5,-122.4102,0.6,,uw
2013-12-08T05:36:32.100Z,33.9435,-118.4025,1.48,15,ci
2013-12-08T05:29:41.273Z,39.4425,-120.2886,0.39,18,nn
2013-12-08T05:04:39.000Z,46.4175,-122.3355,0.9,,uw
2013-12-08T05:00:10.400Z,46.6723,-122.5228,1.1,,uw
2013-12-08T04:56:35.900Z,19.3582,-155.492,2.9,,hv
2013-12-08T04:56:08.800Z,38.806,-122.823,0.8,,nc
2013-12-08T04:48:03.200Z,38.6697,-122.3818,1.9,,nc
2013-12-08T04:39:52.400Z,38.7423,-122.6977,0.5,,nc
2013-12-08T04:30:45.700Z,38.7867,-122.771,0.6,,nc
2013-12-08T04:16:28.000Z,61.7565,-151.947,2.4,59,ak
2013-12-08T04:13:23.000Z,19.4235,-155.2613,2,,hv
2013-12-08T04:13:22.100Z,19.4072,-155.281,1.8,,hv
2013-12-08T03:57:34.700Z,38.8302,-122.8037,0.8,,nc
2013-12-08T03:56:16.000Z,61.5918,-148.2551,0.9,5,ak
2013-12-08T03:54:41.000Z,59.9706,-152.1715,1.6,7,ak
2013-12-08T03:51:24.000Z,63.1028,-151.5265,1.8,21,ak
2013-12-08T03:36:39.700Z,38.789,-122.7498,0.6,,nc
2013-12-08T03:36:06.500Z,47.7478,-122.8612,0.5,,uw
2013-12-08T03:28:41.050Z,39.6806,-119.6888,0.21,3,nn
2013-12-08T03:24:23.200Z,38.789,-122.7495,0.7,,nc
2013-12-08T03:24:16.500Z,38.7857,-122.7502,0.9,,nc
2013-12-08T03:23:38.000Z,63.2237,-149.8011,1.2,9,ak
2013-12-08T03:20:57.000Z,63.1177,-151.4241,1.6,11,ak
2013-12-08T03:13:37.000Z,38.8432,-122.8018,0.4,,nc
2013-12-08T03:07:11.835Z,39.6767,-119.6926,0.37,4,nn
2013-12-08T03:01:05.000Z,47.8562,-123.1585,0.3,,uw
2013-12-08T03:00:02.020Z,33.6643333,-116.7765,0.65,15,ci
2013-12-08T02:56:46.100Z,44.7833,-110.9757,2.1,,uu
2013-12-08T02:56:05.000Z,63.0115,-149.6928,1.1,7,ak
2013-12-08T02:41:28.500Z,39.6337,-123.4642,1.9,,nc
2013-12-08T02:38:04.000Z,63.148,-151.4978,3.6,97,ak
2013-12-08T02:37:07.388Z,39.6727,-119.6908,0.4,6,nn
2013-12-08T02:35:40.912Z,39.6728,-119.6911,0.48,4,nn
2013-12-08T02:32:24.000Z,38.8187,-122.8148,0.6,,nc
2013-12-08T02:25:42.176Z,39.6727,-119.6913,1.12,16,nn
2013-12-08T02:25:17.673Z,39.6736,-119.6916,0.8,15,nn
2013-12-08T02:23:23.200Z,47.7045,-122.725,0.3,,uw
2013-12-08T02:03:04.200Z,38.8237,-122.7775,0.9,,nc
2013-12-08T01:59:58.000Z,60.1373,-150.4579,1.7,12,ak
2013-12-08T01:53:46.640Z,-15.5463,167.5389,5.3,,us
2013-12-08T01:41:44.000Z,62.8058,-150.1342,1.6,23,ak
2013-12-08T01:40:59.600Z,37.3645,-118.529,1.4,,nc
2013-12-08T01:38:30.700Z,38.8073,-122.8128,0.4,,nc
2013-12-08T01:33:21.090Z,9.6824,122.4716,4.9,,us
2013-12-08T01:06:13.000Z,60.17,-141.3989,1.7,17,ak
2013-12-08T00:52:11.640Z,-33.9096,-72.296,4.3,,us
2013-12-08T00:47:04.300Z,38.8312,-122.824,0.4,,nc
2013-12-08T00:43:08.000Z,64.775,-149.2219,1.4,7,ak
2013-12-08T00:38:19.900Z,38.8257,-122.8533,1.9,,nc
2013-12-08T00:36:07.000Z,63.1404,-149.8346,1.5,14,ak
2013-12-08T00:26:02.500Z,38.8257,-122.8035,0.3,,nc
2013-12-08T00:19:28.280Z,35.627,-118.0155,1.41,8,ci
2013-12-08T00:15:42.000Z,63.2283,-150.6988,1.2,15,ak
2013-12-08T00:13:18.910Z,33.2841667,-116.1885,1,11,ci
2013-12-08T00:00:58.200Z,38.7993,-122.737,1,,nc
2013-12-07T23:58:51.800Z,36.9388,-121.5472,0.7,,nc
2013-12-07T23:58:25.100Z,38.8212,-122.7665,0.9,,nc
2013-12-07T23:58:19.020Z,35.5576,-97.4669,3.1,,us
2013-12-07T23:54:23.000Z,63.2586,-150.4093,1.5,24,ak
2013-12-07T23:39:41.200Z,38.8035,-122.8028,0.9,,nc
2013-12-07T23:36:17.100Z,38.8243,-122.7945,0.5,,nc
2013-12-07T23:18:40.000Z,62.4887,-152.4919,3,101,ak
2013-12-07T23:14:50.690Z,-21.0648,-67.9407,4.5,,us
2013-12-07T23:12:43.580Z,36.8963,58.5733,4.4,,us
2013-12-07T23:12:14.500Z,38.786,-122.7768,0.6,,nc
2013-12-07T22:58:12.700Z,38.8097,-122.7788,0.9,,nc
2013-12-07T22:56:22.850Z,16.9881,-105.2292,4.3,,us
2013-12-07T22:55:29.420Z,36.0535,-117.4818333,0.56,8,ci
2013-12-07T22:43:24.000Z,59.839,-152.1253,1.2,16,ak
2013-12-07T22:42:44.400Z,37.0337,-112.9472,0.9,,uu
2013-12-07T22:40:00.000Z,61.0214,-150.6971,1.2,24,ak
2013-12-07T22:37:27.000Z,63.0989,-151.4733,0.9,12,ak
2013-12-07T22:32:14.000Z,63.5403,-147.6033,0.9,18,ak
2013-12-07T22:26:37.682Z,40.3637,-119.7705,1.45,9,nn
2013-12-07T22:24:20.500Z,44.8057,-110.5148,1.3,,uu
2013-12-07T22:24:04.000Z,61.0443,-150.8109,1.5,38,ak
2013-12-07T22:17:56.000Z,51.5771,-178.1217,2.1,8,ak
2013-12-07T22:14:13.000Z,38.8107,-122.815,1.1,,nc
2013-12-07T22:10:52.000Z,65.077,-152.3409,1.5,16,ak
2013-12-07T22:09:25.300Z,38.845,-122.8307,0.4,,nc
2013-12-07T22:05:50.300Z,36.3055,-120.8615,1.7,,nc
2013-12-07T22:04:43.000Z,64.9298,-148.8027,0.7,8,ak
2013-12-07T22:04:10.000Z,59.8255,-152.3114,1.6,21,ak
2013-12-07T22:04:07.000Z,61.4108,-151.6072,1.4,14,ak
2013-12-07T22:04:01.400Z,19.4218,-155.2642,1.8,,hv
2013-12-07T22:02:49.300Z,38.8432,-122.8308,1.6,,nc
2013-12-07T21:56:50.000Z,61.7937,-151.6489,1.4,27,ak
2013-12-07T21:43:53.900Z,46.8558,-120.5045,0.7,,uw
2013-12-07T21:43:50.000Z,38.814,-122.787,0.5,,nc
2013-12-07T21:19:58.410Z,33.2498333,-116.1806667,1.21,21,ci
2013-12-07T21:19:55.990Z,33.5406667,-116.6098333,0.16,13,ci
2013-12-07T21:18:35.700Z,38.7867,-122.7347,1,,nc
2013-12-07T21:17:48.000Z,61.943,-150.0682,1.2,27,ak
2013-12-07T21:12:09.700Z,38.786,-122.7332,2.4,,nc
2013-12-07T21:11:14.620Z,19.306,-108.4152,4.4,,us
2013-12-07T21:10:15.000Z,60.7477,-150.5315,1.4,31,ak
2013-12-07T21:06:36.800Z,38.8222,-122.8043,1.4,,nc
2013-12-07T21:05:18.300Z,36.0578,-120.669,1.7,,nc
2013-12-07T21:05:17.137Z,39.2437,-120.0849,0.11,10,nn
2013-12-07T20:47:58.000Z,60.2215,-141.5721,0.8,8,ak
2013-12-07T20:03:48.800Z,38.8073,-122.8393,0.6,,nc
2013-12-07T20:03:30.920Z,39.4164,-119.9312,0.51,17,nn
2013-12-07T19:56:50.000Z,61.3084,-151.8903,2.2,57,ak
2013-12-07T19:54:36.000Z,51.5095,-175.3722,2.3,9,ak
2013-12-07T19:41:25.000Z,58.6989,-155.1096,2.5,42,ak
2013-12-07T19:36:38.000Z,63.4879,-147.6188,0.8,17,ak
2013-12-07T19:34:49.000Z,61.1762,-151.1476,1.2,21,ak
2013-12-07T19:33:39.000Z,51.5215,-173.4966,3.1,11,ak
2013-12-07T19:26:29.940Z,35.6099,-97.4228,2.8,,us
2013-12-07T19:20:04.000Z,53.8265,-163.3951,2.8,8,ak
2013-12-07T19:15:52.000Z,63.1581,-150.4067,1.1,15,ak
2013-12-07T19:13:19.000Z,51.4425,-173.4492,2.9,15,ak
2013-12-07T18:50:55.910Z,33.1856667,-115.574,0.5,9,ci
2013-12-07T18:50:26.700Z,19.3725,-155.234,2.1,,hv
2013-12-07T18:48:34.330Z,33.1898333,-115.5763333,0.4,9,ci
2013-12-07T18:47:48.020Z,33.1938333,-115.578,0.5,11,ci
2013-12-07T18:47:43.000Z,61.8428,-151.9804,2.6,91,ak
2013-12-07T18:47:38.000Z,59.8571,-151.1434,1.4,7,ak
2013-12-07T18:31:01.810Z,41.0527,100.1313,4.8,,us
2013-12-07T18:30:13.000Z,66.0745,-148.2357,1.3,12,ak
2013-12-07T18:29:23.000Z,59.8265,-153.3726,1.7,25,ak
2013-12-07T18:25:55.150Z,-1.0896,128.7534,4.8,,us
2013-12-07T18:22:26.950Z,35.4308333,-117.5995,0.85,9,ci
2013-12-07T18:16:36.000Z,62.2336,-151.0517,1.2,23,ak
2013-12-07T18:10:23.060Z,35.6627,-97.3261,4.5,,us
2013-12-07T18:09:07.000Z,51.3009,-173.1613,2.8,,us
2013-12-07T18:08:15.000Z,61.0225,-147.7502,0.9,14,ak
2013-12-07T18:08:00.800Z,38.834,-122.8092,1.5,,nc
2013-12-07T17:38:02.000Z,60.3359,-152.4689,2,46,ak
2013-12-07T17:38:01.000Z,61.5673,-141.0753,0.7,10,ak
2013-12-07T17:36:15.000Z,59.9732,-139.5348,1.6,10,ak
2013-12-07T17:30:19.720Z,33.5063333,-116.562,0.57,23,ci
2013-12-07T17:27:41.000Z,60.1111,-151.217,1.4,26,ak
2013-12-07T17:19:08.444Z,38.1492,-115.5912,1.9,11,nn
2013-12-07T17:13:49.970Z,33.2436667,-115.6665,1,14,ci
2013-12-07T17:03:18.110Z,33.5106667,-116.4585,0.73,21,ci
2013-12-07T17:02:38.900Z,46.4955,-122.4013,1.9,,uw
2013-12-07T16:57:29.380Z,37.9232,-115.5768,1.94,14,nn
2013-12-07T16:55:54.540Z,36.0721667,-117.5033333,0.12,4,ci
2013-12-07T16:55:04.000Z,60.9965,-147.3983,1.1,15,ak
2013-12-07T16:45:03.000Z,38.843,-122.8263,0.5,,nc
2013-12-07T16:44:10.000Z,55.1867,-157.8347,5.5,,us
2013-12-07T16:39:08.000Z,61.5011,-148.0121,0.6,9,ak
2013-12-07T16:33:57.330Z,34.3245,-116.456,1.5,28,ci
2013-12-07T16:05:29.200Z,18.8649,-64.4623,3,15,pr
2013-12-07T16:02:19.000Z,65.8122,-150.1971,0.9,8,ak
2013-12-07T16:00:41.100Z,38.8263,-122.8542,0.6,,nc
2013-12-07T15:30:14.600Z,38.814,-122.8007,1,,nc
2013-12-07T15:15:07.700Z,44.6137,-110.3985,1.6,,uu
2013-12-07T15:10:24.500Z,38.8108,-122.8887,1,,nc
2013-12-07T15:05:16.000Z,64.6561,-146.895,0.7,13,ak
2013-12-07T14:58:10.400Z,38.776,-122.7178,1.3,,nc
2013-12-07T14:40:19.000Z,63.2154,-147.6945,1,16,ak
2013-12-07T14:39:55.000Z,62.2044,-150.1016,1.1,18,ak
2013-12-07T14:36:53.500Z,19.0014,-64.5845,3.3,12,pr
2013-12-07T14:24:40.300Z,38.8387,-122.8385,1.1,,nc
2013-12-07T14:14:37.000Z,63.125,-150.3478,1.7,42,ak
2013-12-07T14:11:48.160Z,32.9368333,-116.2726667,1.61,36,ci
2013-12-07T14:02:27.000Z,60.6048,-142.501,0.2,10,ak
2013-12-07T13:54:33.000Z,61.4994,-149.9073,1,17,ak
2013-12-07T13:47:59.400Z,37.5885,-119.0165,2.2,,nc
2013-12-07T13:47:12.300Z,47.775,-122.8727,0.3,,uw
2013-12-07T13:22:22.900Z,40.6288,-121.9392,2,,nc
2013-12-07T13:20:07.000Z,52.1896,-168.4957,3,12,ak
2013-12-07T13:18:17.800Z,38.813,-122.8277,2.2,,nc
2013-12-07T13:13:58.000Z,63.3429,-145.0032,1.7,25,ak
2013-12-07T13:08:44.900Z,19.2369,-64.7841,3,10,pr
2013-12-07T13:04:12.000Z,64.6554,-146.9227,0.9,15,ak
2013-12-07T12:48:07.000Z,63.5073,-147.4168,1.5,34,ak
2013-12-07T12:37:03.400Z,38.7883,-122.7703,0.9,,nc
2013-12-07T12:35:02.400Z,38.822,-122.8445,0.6,,nc
2013-12-07T12:15:03.000Z,64.6606,-146.8739,0.9,13,ak
2013-12-07T12:06:43.530Z,33.6666667,-116.9273333,0.53,23,ci
2013-12-07T12:06:15.300Z,19.2915,-155.2363,2.9,,hv
2013-12-07T12:05:33.000Z,61.4117,-146.8817,1.1,22,ak
2013-12-07T11:55:09.000Z,63.0214,-149.3909,2.3,72,ak
2013-12-07T11:54:34.000Z,60.1878,-141.5766,1.1,9,ak
2013-12-07T11:48:25.000Z,64.6394,-145.9672,1.1,18,ak
2013-12-07T11:42:52.000Z,51.2698,-174.7709,2.9,13,ak
2013-12-07T11:31:50.000Z,61.105,-147.1853,1,8,ak
2013-12-07T11:25:59.030Z,33.8006667,-116.0698333,0.87,18,ci
2013-12-07T11:22:53.800Z,38.8353,-122.7968,0.9,,nc
2013-12-07T11:22:09.200Z,19.4225,-155.2722,0.7,,hv
2013-12-07T11:20:17.500Z,38.8352,-122.7972,0.6,,nc
2013-12-07T11:04:28.360Z,32.9068333,-116.2688333,1.03,25,ci
2013-12-07T11:02:35.000Z,60.7786,-152.4535,1.4,21,ak
2013-12-07T10:52:18.000Z,62.0534,-148.3764,1.3,28,ak
2013-12-07T10:47:05.000Z,50.2447,-173.9352,2.6,12,ak
2013-12-07T10:46:25.000Z,47.725,-122.7723,0.4,,uw
2013-12-07T10:42:26.000Z,62.7442,-150.8732,1.2,25,ak
2013-12-07T10:28:08.000Z,61.9423,-150.9994,1.2,23,ak
2013-12-07T10:21:30.850Z,34.0551667,-118.3398333,1.14,14,ci
2013-12-07T10:19:40.500Z,38.826,-122.8353,0.5,,nc
2013-12-07T10:17:28.740Z,33.6583333,-116.7743333,0.03,19,ci
2013-12-07T09:50:34.000Z,61.1338,-151.6232,1.4,30,ak
2013-12-07T09:46:37.240Z,34.5161667,-119.0823333,2.37,35,ci
2013-12-07T09:46:28.060Z,34.5086667,-119.0855,1.44,12,ci
2013-12-07T09:45:32.600Z,38.816,-122.8187,1.6,,nc
2013-12-07T09:41:00.610Z,36.0491667,-117.494,1.86,14,ci
2013-12-07T09:30:20.400Z,38.8413,-122.8277,0.7,,nc
2013-12-07T09:26:13.760Z,33.0226667,-115.5395,1.35,23,ci
2013-12-07T09:23:50.950Z,-33.8549,-72.212,5,,us
2013-12-07T09:19:49.800Z,37.589,-119.0222,1,,nc
2013-12-07T09:18:32.000Z,62.8373,-149.4484,2.8,,ak
2013-12-07T09:16:34.040Z,-31.9376,57.2778,4.6,,us
2013-12-07T09:10:45.000Z,56.7714,-155.0486,3,,ak
2013-12-07T09:09:28.080Z,33.7245,-116.8371667,0.49,23,ci
2013-12-07T09:08:06.000Z,53.7207,-165.1633,3.7,21,ak
2013-12-07T09:04:09.800Z,38.8367,-122.8268,0.9,,nc
2013-12-07T08:59:33.600Z,-33.9214,-72.3451,4.8,,us
2013-12-07T08:54:01.000Z,60.4506,-141.4233,1.3,5,ak
2013-12-07T08:53:41.000Z,62.0032,-144.0103,2.2,51,ak
2013-12-07T08:42:35.200Z,38.7575,-122.7185,0.7,,nc
2013-12-07T08:37:21.000Z,56.7662,-154.9925,2.3,12,ak
2013-12-07T08:31:03.800Z,47.7465,-122.8562,0.6,,uw
2013-12-07T08:25:39.590Z,-60.5228,-42.3528,4.8,,us
2013-12-07T08:25:10.000Z,57.853,-156.1383,3,59,ak
2013-12-07T08:20:55.000Z,61.7045,-149.5787,1.1,23,ak
2013-12-07T08:17:33.000Z,62.2285,-148.9329,0.9,21,ak
2013-12-07T08:11:51.780Z,33.2263333,-116.7416667,0.76,22,ci
2013-12-07T08:07:43.000Z,61.5887,-149.9797,1.3,24,ak
2013-12-07T08:02:33.000Z,63.2487,-151.8268,1.1,15,ak
2013-12-07T07:49:07.750Z,33.1851667,-115.612,1.06,28,ci
2013-12-07T07:44:09.500Z,17.9813,-67.1621,2.1,5,pr
2013-12-07T07:38:50.400Z,19.4755,-155.447,2.2,,hv
2013-12-07T07:36:27.000Z,56.7463,-155.0689,5.4,150,ak
2013-12-07T07:34:49.450Z,33.1886667,-115.6066667,0.8,15,ci
2013-12-07T07:29:41.400Z,19.497,-155.695,1.1,,hv
2013-12-07T07:20:19.605Z,40.081,-119.6718,0,5,nn
2013-12-07T07:11:45.000Z,61.931,-150.0273,1,20,ak
2013-12-07T07:06:11.000Z,62.0429,-148.391,1.5,28,ak
2013-12-07T07:05:54.900Z,38.7513,-122.7252,1.2,,nc
2013-12-07T07:00:49.000Z,60.3633,-147.2205,1.1,18,ak
2013-12-07T06:58:04.600Z,38.838,-122.8288,1.4,,nc
2013-12-07T06:34:30.700Z,47.7538,-122.8557,0.4,,uw
2013-12-07T06:29:22.780Z,33.4863333,-116.7621667,0.13,17,ci
2013-12-07T06:27:43.000Z,38.8403,-122.838,0.4,,nc
2013-12-07T06:21:56.000Z,60.2927,-151.0141,1.2,9,ak
2013-12-07T06:14:58.140Z,33.1735,-115.6083333,0.5,11,ci
2013-12-07T06:10:44.000Z,61.3172,-152.2502,0.8,18,ak
2013-12-07T06:07:46.000Z,47.7487,-122.8557,0.8,,uw
2013-12-07T06:07:36.000Z,63.4213,-149.3207,1,14,ak
2013-12-07T06:06:02.600Z,38.7708,-122.7363,1.1,,nc
2013-12-07T05:59:42.900Z,37.6413,-118.9668,0.8,,nc
2013-12-07T05:59:34.000Z,61.4586,-151.7858,1.8,37,ak
2013-12-07T05:58:28.177Z,39.347,-119.9943,1.36,15,nn
2013-12-07T05:45:25.800Z,37.5897,-119.0178,1.7,,nc
2013-12-07T05:43:41.000Z,59.0087,-138.1703,1.6,12,ak
2013-12-07T05:41:27.020Z,33.0715,-115.6453333,0.7,14,ci
2013-12-07T05:34:02.890Z,33.6765,-116.6873333,0.45,21,ci
2013-12-07T05:32:41.540Z,16.2548,-98.5393,4.6,,us
2013-12-07T05:30:49.500Z,37.5915,-119.0192,1.1,,nc
2013-12-07T05:29:54.000Z,61.8306,-149.7898,1.5,29,ak
2013-12-07T05:02:26.000Z,34.0023333,-117.2156667,0.87,12,ci
2013-12-07T04:57:52.000Z,62.5093,-152.2852,1.4,21,ak
2013-12-07T04:49:03.000Z,60.1406,-148.1178,1.2,16,ak
2013-12-07T04:42:57.000Z,56.7295,-155.0349,3.2,54,ak
2013-12-07T04:36:20.430Z,34.974,-118.9608333,1.73,27,ci
2013-12-07T04:34:14.000Z,59.5196,-152.6306,2.4,64,ak
2013-12-07T04:26:52.000Z,63.2202,-151.4046,0.9,13,ak
2013-12-07T04:23:49.800Z,47.7532,-122.8733,0.4,,uw
2013-12-07T04:23:24.117Z,39.3492,-119.9922,0.52,13,nn
2013-12-07T04:21:49.000Z,60.346,-143.7553,0.7,14,ak
2013-12-07T04:06:15.300Z,19.3872,-155.2793,1.8,,hv
2013-12-07T04:02:34.000Z,63.0992,-150.8621,1.3,17,ak
2013-12-07T03:55:00.050Z,33.6596667,-116.7533333,0.49,23,ci
2013-12-07T03:42:57.500Z,38.804,-122.7703,0.8,,nc
2013-12-07T03:32:31.400Z,38.826,-122.8567,0.6,,nc
2013-12-07T03:28:37.950Z,33.1341667,-115.6226667,0.6,12,ci
2013-12-07T03:28:24.000Z,63.2764,-150.6978,1.2,17,ak
2013-12-07T03:11:59.000Z,61.4809,-150.6657,1,14,ak
2013-12-07T02:51:18.000Z,59.8329,-151.152,1.7,31,ak
2013-12-07T02:49:03.900Z,19.424,-155.3108,2.3,,hv
2013-12-07T02:49:03.500Z,19.4252,-155.3098,2.3,,hv
2013-12-07T02:48:42.940Z,34.0298333,-116.7421667,0.75,31,ci
2013-12-07T02:29:26.000Z,62.6272,-137.3713,1.3,9,ak
2013-12-07T02:12:57.846Z,39.5737,-120.3872,0.32,11,nn
2013-12-07T02:08:14.900Z,47.7442,-122.8592,2.2,,uw
2013-12-07T01:58:27.900Z,39.3347,-122.9422,2,,nc
2013-12-07T01:44:34.200Z,19.0386,-66.46,2.9,7,pr
2013-12-07T01:43:03.000Z,63.5363,-148.9575,0.7,16,ak
2013-12-07T01:42:48.400Z,36.5327,-120.972,1.4,,nc
2013-12-07T01:39:33.000Z,60.2621,-147.8075,1.1,12,ak
2013-12-07T01:38:12.000Z,63.4288,-148.2832,0.5,12,ak
2013-12-07T01:06:38.790Z,11.4164,93.7333,4.6,,us
2013-12-07T00:55:10.000Z,63.2028,-149.8666,1,18,ak
2013-12-07T00:48:20.300Z,38.797,-122.7662,0.6,,nc
2013-12-07T00:39:08.000Z,59.4823,-152.8922,1.7,21,ak
2013-12-07T00:28:10.450Z,33.4931667,-116.9071667,0.51,14,ci
2013-12-07T00:25:30.000Z,38.8192,-122.7635,0.3,,nc
2013-12-07T00:18:53.540Z,34.381,-116.4336667,1.51,45,ci
2013-12-07T00:10:23.000Z,63.2766,-151.0639,1.1,17,ak
2013-12-07T00:04:12.830Z,36.959,71.0695,4.1,,us
2013-12-07T00:02:43.000Z,59.9573,-139.5136,1.3,13,ak
2013-12-07T00:01:56.000Z,64.9918,-147.3488,1.4,16,ak
2013-12-06T23:55:10.000Z,66.2425,-146.9343,2,20,ak
2013-12-06T23:54:03.600Z,1.0181,127.4291,5,,us
2013-12-06T23:49:08.200Z,41.2682,-111.8022,1.6,,uu
2013-12-06T23:37:40.000Z,54.1408,-165.9511,1.3,6,ak
2013-12-06T23:37:39.000Z,63.5333,-144.8694,0.9,8,ak
