time,latitude,longitude,mag,net
2013-11-20T05:02:49.700Z,38.8393,-122.8293,1.6,nc
2013-11-20T04:30:44.800Z,33.4122,-116.448,1.2,ci
2013-11-20T04:24:13.000Z,35.7285,-121.1048,1.7,nc
2013-11-20T03:57:04.450Z,-56.9036,-150.7115,5.1,us
2013-11-20T03:43:07.000Z,18.1861,-68.8152,3.3,pr
2013-11-20T03:22:22.000Z,61.3279,-146.8338,2.1,ak
2013-11-20T03:01:52.500Z,36.584,-121.182,1.1,nc
2013-11-20T02:32:33.900Z,44.843,-111.485,3.1,mb
2013-11-20T02:25:43.900Z,35.4027,-118.3958,1.8,ci
2013-11-20T02:22:29.000Z,60.4078,-150.411,1.5,ak
2013-11-20T02:21:42.000Z,61.858,-148.6045,1.3,ak
2013-11-20T02:06:47.400Z,35.4023,-118.3983,1,ci
2013-11-20T01:22:28.800Z,38.8025,-122.792,1,nc
2013-11-20T01:16:06.700Z,38.4247,-122.4487,1.5,nc
2013-11-20T01:00:06.000Z,61.8077,-148.6558,2.7,ak
2013-11-20T00:45:59.200Z,38.8207,-122.766,1.6,nc
2013-11-20T00:45:30.700Z,38.8207,-122.767,2.1,nc
2013-11-20T00:45:30.400Z,46.9918,-112.491,1.4,mb
2013-11-20T00:40:35.770Z,32.9185,-97.5579,3.6,us
2013-11-20T00:32:27.600Z,40.558,-122.2318,1.8,nc
2013-11-20T00:27:58.200Z,44.8267,-110.6982,2.2,uu
2013-11-20T00:27:49.400Z,44.7622,-111.089,1.5,uu
2013-11-20T00:27:00.200Z,44.8353,-110.6895,2.2,uu
2013-11-20T00:24:08.800Z,35.047,-117.673,1.4,ci
2013-11-20T00:03:59.000Z,64.986,-147.3373,1.4,ak
2013-11-20T00:03:18.000Z,61.8387,-148.5329,1.6,ak
2013-11-19T23:55:24.900Z,18.9009,-64.4008,2.6,pr
2013-11-19T23:40:49.000Z,44.9277,-123.3918,1.5,uw
2013-11-19T23:37:48.000Z,63.3097,-151.3509,1.1,ak
2013-11-19T23:37:02.000Z,59.9709,-151.7801,1.4,ak
2013-11-19T23:20:52.600Z,35.4072,-118.391,1.3,ci
2013-11-19T23:18:01.190Z,-63.3723,-165.0913,5.2,us
2013-11-19T23:10:18.000Z,63.884,-149.7469,1.5,ak
2013-11-19T23:09:56.000Z,62.2328,-145.6769,1.5,ak
2013-11-19T23:03:15.000Z,63.0883,-144.1774,2.6,ak
2013-11-19T22:54:09.700Z,18.1425,-66.8233,2.1,pr
2013-11-19T22:49:49.000Z,61.6563,-149.9181,1.2,ak
2013-11-19T22:49:11.300Z,38.8098,-122.811,1,nc
2013-11-19T22:46:11.700Z,46.4137,-119.2722,1.2,uw
2013-11-19T22:34:41.400Z,47.8777,-123.2345,1,uw
2013-11-19T22:24:31.000Z,35.4045,-118.3985,1.5,ci
2013-11-19T22:22:50.100Z,35.405,-118.3945,1.6,ci
2013-11-19T22:21:19.500Z,35.4035,-118.395,2.2,ci
2013-11-19T22:18:38.000Z,44.7662,-111.0813,1.3,uu
2013-11-19T22:17:45.300Z,34.2265,-117.6497,1.5,ci
2013-11-19T22:16:16.800Z,34.6697,-119.2282,2.1,ci
2013-11-19T22:13:54.800Z,40.6395,-121.2043,1,nc
2013-11-19T22:13:03.090Z,-63.1631,-164.5132,4.9,us
2013-11-19T21:54:37.000Z,59.9291,-152.7909,1.6,ak
2013-11-19T21:49:31.000Z,60.9016,-152.5406,1.6,ak
2013-11-19T21:47:23.000Z,55.6455,-155.8033,2.6,ak
2013-11-19T21:17:25.404Z,37.3259,-117.1348,1.29,nn
2013-11-19T21:13:34.000Z,62.9754,-149.7555,1,ak
2013-11-19T21:09:16.300Z,35.8398,-119.8602,1.6,nc
2013-11-19T20:43:00.900Z,33.1073,-117.1472,1,ci
2013-11-19T20:22:45.540Z,1.3069,97.1361,5,us
2013-11-19T19:50:57.000Z,55.9665,-155.7144,2.7,ak
2013-11-19T19:44:57.650Z,51.6108,-175.4122,4.5,us
2013-11-19T19:43:06.000Z,67.2311,-157.7146,2.7,ak
2013-11-19T19:31:41.500Z,37.9285,-121.9547,1.2,nc
2013-11-19T19:31:21.000Z,60.5239,-152.7119,1,ak
2013-11-19T19:11:50.800Z,38.808,-122.8137,1.4,nc
2013-11-19T19:07:38.000Z,61.7219,-149.5362,1.4,ak
2013-11-19T18:57:30.680Z,45.9393,130.5918,4.8,us
2013-11-19T18:39:36.000Z,33.724,-118.294,1.8,ci
2013-11-19T18:35:35.000Z,45.3592,-122.8082,1.3,uw
2013-11-19T18:28:56.400Z,33.979,-117.1703,1.4,ci
2013-11-19T18:28:34.000Z,60.0745,-153.3428,2.1,ak
2013-11-19T18:26:11.500Z,47.909,-122.5845,1,uw
2013-11-19T18:03:36.980Z,32.9068,-97.5779,2.8,us
2013-11-19T18:01:46.000Z,61.9462,-151.2292,1.4,ak
2013-11-19T17:58:49.000Z,36.0982,-117.8773,2.1,ci
2013-11-19T17:57:18.900Z,32.9419,-97.6016,2.5,us
2013-11-19T17:55:30.900Z,33.6813,-116.7948,1.7,ci
2013-11-19T17:47:56.500Z,38.7428,-122.5532,1.8,nc
2013-11-19T17:47:54.000Z,63.2632,-150.5634,1.9,ak
2013-11-19T17:33:59.000Z,60.2041,-153.1739,2.1,ak
2013-11-19T17:27:55.000Z,61.7842,-149.5366,2.6,ak
2013-11-19T17:25:23.000Z,59.5923,-138.8843,2.2,ak
2013-11-19T17:23:24.000Z,62.274,-148.5222,1.5,ak
2013-11-19T17:00:44.040Z,18.4831,145.1854,6,us
2013-11-19T16:51:08.000Z,60.0319,-152.7436,1.5,ak
2013-11-19T16:40:12.000Z,62.254,-150.1553,1.1,ak
2013-11-19T16:39:27.100Z,36.0428,-117.8067,1.2,ci
2013-11-19T16:19:46.000Z,62.6913,-149.4072,1.2,ak
2013-11-19T16:12:07.700Z,44.7617,-111.09,1.5,uu
2013-11-19T16:07:53.000Z,59.6012,-138.8861,2.2,ak
2013-11-19T15:55:07.000Z,19.2242,-155.3908,2.4,hv
2013-11-19T15:50:40.000Z,59.253,-151.9688,1.9,ak
2013-11-19T15:42:04.000Z,63.3126,-147.3507,2,ak
2013-11-19T15:28:54.000Z,59.5834,-138.9217,2.3,ak
2013-11-19T15:16:48.030Z,8.9163,138.5342,5.8,us
2013-11-19T15:12:03.000Z,61.5308,-149.86,1.8,ak
2013-11-19T14:44:21.000Z,59.5143,-138.9977,4,ak
2013-11-19T14:22:54.000Z,63.1943,-150.3864,1.8,ak
2013-11-19T14:19:15.000Z,63.9011,-148.6462,1.4,ak
2013-11-19T14:18:25.960Z,48.9601,151.7776,4.6,us
2013-11-19T14:16:54.000Z,63.8314,-148.6361,1.3,ak
2013-11-19T14:13:48.660Z,-13.4969,-111.8347,4.8,us
2013-11-19T13:51:02.000Z,38.8035,-122.7665,1.1,nc
2013-11-19T13:32:51.460Z,2.6896,128.4603,6.1,us
2013-11-19T13:31:47.000Z,59.9842,-152.7092,1.7,ak
2013-11-19T13:31:39.740Z,27.7371,53.5692,4.6,us
2013-11-19T13:30:09.200Z,33.6837,-116.7917,1.1,ci
2013-11-19T13:14:19.100Z,38.8132,-122.7938,1.6,nc
2013-11-19T13:14:00.200Z,34.0487,-117.2397,1.6,ci
2013-11-19T13:11:05.000Z,56.9172,-153.3128,3,ak
2013-11-19T13:05:32.000Z,46.9451,-113.3105,1.2,mb
2013-11-19T12:59:32.030Z,-3.6119,135.5058,4.3,us
2013-11-19T12:58:24.600Z,18.8192,-64.4551,1.7,pr
2013-11-19T12:36:29.000Z,62.0075,-149.4113,1.3,ak
2013-11-19T12:34:21.170Z,-22.6657,-66.5549,4.4,us
2013-11-19T12:33:41.000Z,63.6838,-148.8607,1.2,ak
2013-11-19T12:23:41.000Z,53.6649,-165.0273,2,ak
2013-11-19T12:22:54.000Z,53.5644,-165.2193,1.9,ak
2013-11-19T12:21:17.500Z,38.7968,-122.7662,1.2,nc
2013-11-19T12:05:36.700Z,33.6827,-116.7925,1.3,ci
2013-11-19T12:04:01.000Z,59.4623,-152.7997,2,ak
2013-11-19T11:50:08.000Z,57.7495,-153.4925,1.7,ak
2013-11-19T11:35:35.000Z,63.1543,-147.7179,1.2,ak
2013-11-19T11:32:46.000Z,57.3949,-154.7885,2.2,ak
2013-11-19T11:31:37.000Z,32.4268,-115.6058,2.4,ci
2013-11-19T11:23:18.800Z,33.6833,-116.7932,1.3,ci
2013-11-19T11:18:45.767Z,38.4332,-117.8393,1.15,nn
2013-11-19T11:14:28.000Z,34.0057,-116.5807,1.6,ci
2013-11-19T11:00:51.000Z,62.3929,-150.1131,1,ak
2013-11-19T10:51:05.000Z,62.061,-140.9558,2.6,ak
2013-11-19T10:44:11.000Z,52.5346,-166.8129,2.2,ak
2013-11-19T10:39:49.000Z,65.1033,-148.6282,1,ak
2013-11-19T10:35:30.300Z,18.7826,-67.4032,2.7,pr
2013-11-19T10:32:21.000Z,62.511,-151.1304,1.4,ak
2013-11-19T10:32:10.500Z,38.8095,-122.8138,1.1,nc
2013-11-19T10:23:39.440Z,-60.3109,-43.5818,4.7,us
2013-11-19T10:20:21.100Z,48.4368,-114.1968,1.9,mb
2013-11-19T10:08:19.097Z,39.6241,-119.347,1.31,nn
2013-11-19T10:01:45.000Z,60.9486,-146.585,2.4,ak
2013-11-19T09:58:37.600Z,37.6792,-119.3305,1,nc
2013-11-19T09:56:06.000Z,61.4539,-149.9713,1.4,ak
2013-11-19T09:50:17.000Z,62.2846,-151.165,1.7,ak
2013-11-19T09:44:59.300Z,34.7742,-118.947,1.4,ci
2013-11-19T09:25:56.800Z,38.9622,-111.4053,1,uu
2013-11-19T09:25:29.720Z,8.8664,138.6948,4.8,us
2013-11-19T09:20:55.470Z,-55.1435,-28.381,4.7,us
2013-11-19T09:06:29.460Z,28.521,51.6432,4.9,us
2013-11-19T09:00:43.000Z,52.6023,-173.643,2.4,ak
2013-11-19T08:58:56.000Z,45.3066,-112.5998,1.1,mb
2013-11-19T08:56:33.000Z,62.1182,-149.2234,1.1,ak
2013-11-19T08:09:55.500Z,49.1792,-120.1803,2.6,uw
2013-11-19T08:04:53.000Z,63.1847,-151.3229,1,ak
2013-11-19T07:59:34.000Z,51.4945,-177.2558,1.7,ak
2013-11-19T07:48:49.100Z,44.5726,-114.2911,2.2,mb
2013-11-19T07:46:29.000Z,53.1607,-166.867,1.8,ak
2013-11-19T07:32:21.500Z,38.7853,-122.7512,1.7,nc
2013-11-19T07:28:47.200Z,33.8588,-116.9753,1.4,ci
2013-11-19T07:26:03.300Z,19.4087,-155.2925,1.7,hv
2013-11-19T07:10:52.700Z,32.6928,-118.265,3.2,ci
2013-11-19T06:55:57.000Z,53.1444,-166.865,2.6,ak
2013-11-19T06:53:59.000Z,63.2539,-148.7051,1.6,ak
2013-11-19T06:45:18.000Z,60.8041,-146.8442,1.7,ak
2013-11-19T06:28:18.000Z,62.0268,-150.3268,1.4,ak
2013-11-19T06:14:09.900Z,38.8423,-122.7655,1,nc
2013-11-19T06:13:20.400Z,18.1905,-66.0777,1.9,pr
2013-11-19T05:50:25.000Z,51.8862,-174.3547,2.6,ak
2013-11-19T05:43:56.300Z,38.7407,-122.713,1,nc
2013-11-19T05:36:56.300Z,32.5082,-115.2573,1.9,ci
2013-11-19T05:26:40.100Z,38.8353,-122.8807,1.1,nc
2013-11-19T05:19:38.000Z,38.8057,-122.7635,1.6,nc
2013-11-19T04:55:32.200Z,38.9593,-111.3858,1.2,uu
2013-11-19T04:48:54.600Z,38.9573,-111.4018,1.4,uu
2013-11-19T04:36:22.900Z,40.4013,-122.1272,1.7,nc
2013-11-19T04:34:14.000Z,59.421,-152.6742,1.5,ak
2013-11-19T04:28:05.900Z,47.8612,-120.9642,1.5,uw
2013-11-19T03:59:42.000Z,61.2726,-146.7919,3.1,ak
2013-11-19T03:40:47.900Z,19.677,-65.9763,3.4,pr
2013-11-19T03:37:57.000Z,60.4405,-143.152,1.5,ak
2013-11-19T03:25:03.000Z,62.4867,-151.0077,1.3,ak
2013-11-19T03:20:32.000Z,62.8669,-151.1006,1.2,ak
2013-11-19T03:08:52.700Z,38.7943,-122.7872,2.1,nc
2013-11-19T03:08:11.800Z,32.9183,-116.4778,1.3,ci
2013-11-19T02:55:51.000Z,60.9191,-149.0442,1.1,ak
2013-11-19T02:39:18.000Z,62.7297,-149.6848,1.1,ak
2013-11-19T02:31:37.000Z,63.2677,-151.0756,1.4,ak
2013-11-19T02:26:55.000Z,59.0431,-152.8879,2.1,ak
2013-11-19T02:18:54.000Z,63.1072,-150.686,1.6,ak
2013-11-19T02:16:43.000Z,63.489,-147.6322,1.2,ak
2013-11-19T02:16:32.000Z,61.2069,-149.3153,1.7,ak
2013-11-19T02:00:52.000Z,62.8629,-148.7926,1.2,ak
2013-11-19T01:54:04.000Z,52.0521,-178.3407,2.6,ak
2013-11-19T01:51:23.000Z,60.3688,-147.7546,2.3,ak
2013-11-19T01:48:28.000Z,63.1593,-150.8911,2.6,ak
2013-11-19T01:47:29.400Z,19.4072,-155.2862,1.7,hv
2013-11-19T01:37:04.700Z,36.5498,-89.5892,1.4,nm
2013-11-19T01:28:05.100Z,37.8433,-122.04,1.4,nc
2013-11-19T01:10:32.000Z,59.6019,-152.905,2,ak
2013-11-19T01:09:51.400Z,19.2067,-155.4735,1.7,hv
2013-11-19T00:58:06.400Z,37.4923,-118.8372,1,nc
2013-11-19T00:34:36.400Z,38.8202,-122.7987,1,nc
2013-11-19T00:30:12.000Z,53.9389,-147.1684,3.7,ak
2013-11-19T00:21:21.100Z,33.4722,-116.423,1.9,ci
2013-11-19T00:18:44.000Z,63.4263,-149.872,1.2,ak
2013-11-19T00:01:35.000Z,64.9847,-147.2978,1.1,ak
2013-11-18T23:39:41.000Z,58.3689,-151.523,1.9,ak
2013-11-18T23:24:35.200Z,44.6623,-111.8758,1,mb
2013-11-18T22:55:08.010Z,-60.4844,-42.8114,4.7,us
2013-11-18T22:45:44.500Z,17.8635,-65.7129,1.7,pr
2013-11-18T22:44:02.000Z,60.6475,-149.1852,1.4,ak
2013-11-18T22:23:28.370Z,-30.432,-179.5144,5.2,us
2013-11-18T22:16:56.300Z,49.3995,-120.485,2.3,uw
2013-11-18T21:59:57.000Z,63.4295,-147.0616,1.2,ak
2013-11-18T21:31:09.340Z,-10.1122,123.6547,5.2,us
2013-11-18T21:29:52.900Z,37.9173,-121.9537,1,nc
2013-11-18T21:08:49.000Z,63.5652,-149.3009,1,ak
2013-11-18T20:49:05.000Z,61.391,-150.0117,1.3,ak
2013-11-18T20:40:55.000Z,62.2103,-149.9787,1.1,ak
2013-11-18T20:39:56.000Z,60.1795,-152.7119,2.3,ak
2013-11-18T20:38:50.800Z,32.5975,-116.9958,1.3,ci
2013-11-18T20:35:07.000Z,38.9622,-111.4177,2,uu
2013-11-18T20:28:59.500Z,41.6055,-122.2708,2.2,nc
2013-11-18T20:16:21.600Z,38.8422,-122.8303,1.1,nc
2013-11-18T19:52:22.000Z,51.4104,-174.8148,2.4,ak
2013-11-18T19:50:23.600Z,33.5287,-116.4442,1.9,ci
2013-11-18T19:33:21.300Z,19.3665,-155.2218,1.9,hv
2013-11-18T19:31:08.600Z,35.9335,-117.1745,1.2,ci
2013-11-18T19:21:23.050Z,-60.2967,-45.3493,5.2,us
2013-11-18T19:19:37.300Z,34.6282,-117.3125,1.3,ci
2013-11-18T19:10:45.340Z,34.3396,137.0733,5.7,us
2013-11-18T18:46:52.000Z,51.6583,-175.1626,1.5,ak
2013-11-18T18:27:06.000Z,61.598,-150.8413,1.6,ak
2013-11-18T18:19:27.865Z,37.1633,-117.3799,1.41,nn
2013-11-18T18:03:57.900Z,36.3004,-89.5347,1.3,nm
2013-11-18T17:58:47.700Z,38.0512,-118.9858,1.7,nc
2013-11-18T17:49:41.400Z,40.3,-124.5088,1.7,nc
2013-11-18T17:35:15.700Z,18.617,-65.9253,3.1,pr
2013-11-18T16:53:23.200Z,37.8875,-122.199,1.5,nc
2013-11-18T16:40:14.200Z,36.1647,-118.115,1.1,ci
2013-11-18T16:36:23.460Z,21.5891,143.1364,4.6,us
2013-11-18T16:12:20.000Z,62.4258,-148.7666,1.4,ak
2013-11-18T16:06:07.000Z,60.4754,-152.3528,1.4,ak
2013-11-18T16:05:46.700Z,44.1158,-122.8045,1,uw
2013-11-18T16:02:10.000Z,63.3338,-150.1153,1.2,ak
2013-11-18T15:53:01.650Z,-60.2872,-45.0584,4.9,us
2013-11-18T15:36:24.450Z,-6.3375,154.6216,4.9,us
2013-11-18T15:26:18.300Z,46.326,-122.3798,2.7,uw
2013-11-18T15:12:17.300Z,46.4117,-119.2752,1.2,uw
2013-11-18T14:55:59.000Z,62.3249,-151.2393,1.5,ak
2013-11-18T14:42:46.000Z,63.224,-150.537,1.5,ak
2013-11-18T14:42:20.900Z,36.1145,-117.694,1.3,ci
2013-11-18T14:39:05.300Z,36.1178,-117.6978,2.6,ci
2013-11-18T14:34:30.000Z,61.2776,-150.7083,1.6,ak
2013-11-18T14:30:25.000Z,61.6036,-141.173,1.8,ak
2013-11-18T14:22:35.000Z,65.6958,-154.1164,1.8,ak
2013-11-18T14:19:26.900Z,40.4992,-124.287,2.5,nc
2013-11-18T14:16:21.100Z,34.0107,-117.1797,1,ci
2013-11-18T14:10:31.887Z,38.5489,-119.4963,1.4,nn
2013-11-18T13:45:12.360Z,-24.3619,179.9836,4.6,us
2013-11-18T13:35:45.000Z,51.5964,-174.8191,2.2,ak
2013-11-18T13:34:00.000Z,63.5149,-147.4138,1,ak
2013-11-18T13:28:13.400Z,41.1458,-123.3972,1.9,nc
2013-11-18T13:21:55.010Z,-7.3469,128.4729,4.3,us
2013-11-18T13:17:35.370Z,11.2168,-86.5656,4.4,us
2013-11-18T13:15:17.464Z,38.9009,-118.2253,1.16,nn
2013-11-18T13:15:04.000Z,42.8982,20.9716,4.4,us
2013-11-18T13:02:08.000Z,60.1009,-153.4002,2.2,ak
2013-11-18T12:51:58.500Z,37.3402,-122.1162,1,nc
2013-11-18T12:43:20.980Z,-60.333,-43.9941,4.7,us
2013-11-18T12:32:40.300Z,19.3271,-65.1597,3.1,pr
2013-11-18T12:20:33.980Z,26.6037,144.0035,4.6,us
2013-11-18T12:14:24.000Z,59.4971,-153.0502,2.2,ak
2013-11-18T12:06:29.800Z,17.8875,-67.1675,1.9,pr
2013-11-18T12:03:04.900Z,38.8117,-122.8105,2.1,nc
2013-11-18T12:03:01.100Z,38.7938,-122.734,2.1,nc
2013-11-18T11:27:18.000Z,61.3285,-146.7177,1.9,ak
2013-11-18T11:16:46.740Z,18.2509,145.2792,4.4,us
2013-11-18T10:38:13.600Z,36.2873,-120.8292,1.6,nc
2013-11-18T10:36:21.280Z,-43.59,172.53,4.6,us
2013-11-18T10:15:08.000Z,59.4857,-152.1578,1.9,ak
2013-11-18T10:04:25.000Z,32.8865,-116.2523,1,ci
2013-11-18T10:03:08.100Z,38.7912,-122.7292,1.2,nc
2013-11-18T09:48:34.000Z,61.1455,-140.0186,1.4,ak
2013-11-18T09:39:41.700Z,38.8212,-122.8022,1.1,nc
2013-11-18T09:38:00.000Z,63.0979,-150.6284,1.3,ak
2013-11-18T09:00:42.500Z,36.2853,-120.8303,2,nc
2013-11-18T08:55:18.000Z,62.4293,-149.6098,1.1,ak
2013-11-18T08:54:57.000Z,54.9716,-159.1144,2.2,ak
2013-11-18T08:50:46.500Z,47.487,-122.3768,1.5,uw
2013-11-18T08:47:07.000Z,53.3751,-163.4821,2.9,ak
2013-11-18T08:44:45.800Z,37.4163,-118.4447,1.1,nc
2013-11-18T08:41:48.700Z,39.3135,-111.9622,1.7,uu
2013-11-18T08:37:42.950Z,36.1159,-96.9695,3,us
2013-11-18T08:17:28.300Z,17.9137,-67.0934,1.6,pr
2013-11-18T08:12:24.590Z,36.177,-96.959,2.8,us
2013-11-18T08:03:50.700Z,38.8093,-122.8143,1,nc
2013-11-18T08:02:25.000Z,41.6075,-122.2725,1,nc
2013-11-18T07:58:41.850Z,43.6638,16.8252,4.9,us
2013-11-18T07:50:24.500Z,38.824,-122.7657,1.2,nc
2013-11-18T07:43:49.950Z,35.811,88.1253,4.5,us
2013-11-18T07:42:53.800Z,17.9283,-65.6569,1.4,pr
2013-11-18T07:33:58.200Z,-7.4014,128.4908,4.7,us
2013-11-18T07:32:50.300Z,19.3317,-155.1745,2.3,hv
2013-11-18T07:32:11.100Z,19.3282,-155.175,2.3,hv
2013-11-18T07:21:23.000Z,62.9826,-149.7676,1.2,ak
2013-11-18T06:50:55.400Z,18.8132,-64.5615,2.6,pr
2013-11-18T06:49:12.000Z,53.7778,-163.3616,2.5,ak
2013-11-18T06:48:13.000Z,61.6748,-150.1061,1.9,ak
2013-11-18T06:32:47.000Z,60.8352,-137.963,1.8,ak
2013-11-18T06:18:01.600Z,35.5362,-120.8388,1.2,nc
2013-11-18T05:55:26.800Z,36.0575,-120.19,1.4,nc
2013-11-18T05:54:03.000Z,59.4505,-153.4895,2.7,ak
2013-11-18T05:49:29.400Z,36.1395,-118.068,1,ci
2013-11-18T05:48:53.000Z,61.6045,-148.322,1.1,ak
2013-11-18T05:41:43.310Z,-60.5096,-43.2673,5.2,us
2013-11-18T05:40:54.000Z,61.8506,-148.8052,1.5,ak
2013-11-18T05:36:43.000Z,63.5912,-150.7899,1.3,ak
2013-11-18T05:12:20.000Z,61.6409,-151.9766,2.8,ak
2013-11-18T05:11:34.400Z,18.8696,-67.2916,2.3,pr
2013-11-18T05:09:42.200Z,32.9298,-80.1375,1.7,se
2013-11-18T05:07:24.600Z,17.8425,-66.8744,1.6,pr
2013-11-18T04:50:44.800Z,40.652,-121.248,1.4,nc
2013-11-18T04:49:39.610Z,36.181,-96.958,2.4,us
2013-11-18T04:46:07.490Z,2.4897,128.6593,4.4,us
2013-11-18T04:38:17.290Z,35.601,-97.384,2.8,us
2013-11-18T04:31:27.000Z,52.9406,160.0973,4.6,us
2013-11-18T04:28:45.720Z,-60.4823,-43.3083,5,us
2013-11-18T04:20:09.000Z,63.4787,-147.3983,1.7,ak
2013-11-18T04:16:55.900Z,46.6055,-112.5486,1.5,mb
2013-11-18T04:16:40.200Z,18.5375,-63.9864,2.7,pr
2013-11-18T04:12:45.660Z,34.2219,26.0649,4.2,us
2013-11-18T04:01:17.700Z,17.774,-67.5972,2.6,pr
2013-11-18T03:57:01.400Z,36.083,-117.8783,1,ci
2013-11-18T03:54:06.000Z,59.7702,-152.9613,1.2,ak
2013-11-18T03:52:20.450Z,-60.6688,-42.2002,4.9,us
2013-11-18T03:48:40.000Z,61.0531,-150.9566,1.6,ak
2013-11-18T03:22:20.000Z,62.8723,-149.3882,1.1,ak
2013-11-18T03:01:16.000Z,61.2095,-151.4016,1.7,ak
2013-11-18T02:58:13.000Z,63.4629,-151.2037,1.3,ak
2013-11-18T02:53:25.000Z,60.0691,-153.0029,1.6,ak
2013-11-18T02:44:23.000Z,63.9034,-146.7187,1.8,ak
2013-11-18T02:36:30.300Z,36.1793,-118.1247,1.1,ci
2013-11-18T02:29:44.100Z,35.9222,-119.9317,1.7,nc
2013-11-18T02:25:20.400Z,35.91,-119.9283,1.7,nc
2013-11-18T02:25:05.450Z,-60.4578,-43.6974,4.8,us
2013-11-18T02:20:36.860Z,26.9632,143.7126,4.6,us
2013-11-18T02:16:23.000Z,60.1536,-153.2192,3.1,ak
2013-11-18T02:11:07.100Z,-60.399,-43.7559,4.9,us
2013-11-18T01:57:55.800Z,37.5845,-118.787,1.5,nc
2013-11-18T01:43:19.000Z,48.103,-114.097,1.8,mb
2013-11-18T01:19:17.700Z,39.3408,-122.8938,1.6,nc
2013-11-18T01:15:34.000Z,60.0429,-152.9484,1.9,ak
2013-11-18T01:12:40.730Z,36.192,-96.962,2.1,us
2013-11-18T00:56:20.600Z,34.0263,-118.2768,1.2,ci
2013-11-18T00:54:50.600Z,40.3218,-121.2663,1.2,nc
2013-11-18T00:52:17.700Z,38.8098,-122.8117,1.3,nc
2013-11-18T00:51:16.000Z,62.1243,-152.5292,1.7,ak
2013-11-18T00:43:12.600Z,35.0417,-117.6737,1.3,ci
2013-11-18T00:27:55.000Z,64.2459,-149.9872,1,ak
2013-11-18T00:26:11.400Z,-60.0618,-46.5159,4.2,us
2013-11-18T00:23:54.670Z,-60.3471,-44.5427,4,us
2013-11-18T00:11:25.000Z,60.5431,-141.284,1.7,ak
2013-11-18T00:05:07.200Z,38.8575,-123.2813,1.5,nc
2013-11-17T23:24:14.700Z,-60.3312,-45.1635,4.4,us
2013-11-17T23:19:12.000Z,51.5218,-176.2115,2.1,ak
2013-11-17T23:15:08.000Z,63.2681,-151.0683,1.4,ak
2013-11-17T22:49:38.000Z,63.0128,-151.8135,1.6,ak
2013-11-17T22:45:09.500Z,40.3058,-124.5608,3.7,nc
2013-11-17T22:39:39.600Z,38.9567,-123.099,1.8,nc
2013-11-17T22:34:42.700Z,44.238,-110.7935,1.6,uu
2013-11-17T22:25:03.100Z,38.8185,-122.8063,2.2,nc
2013-11-17T22:24:54.100Z,38.8203,-122.8053,1.4,nc
2013-11-17T22:20:21.800Z,18.3243,-68.8121,3.4,pr
2013-11-17T22:02:22.000Z,63.2864,-150.3934,1.5,ak
2013-11-17T21:44:08.000Z,52.3211,-169.8369,2.5,ak
2013-11-17T21:41:24.360Z,-8.275,108.9027,4.4,us
2013-11-17T21:39:00.770Z,-60.5965,-41.9677,4.7,us
2013-11-17T21:02:18.900Z,37.8855,-122.207,2.3,nc
2013-11-17T20:52:24.100Z,33.0758,-115.5907,1.2,ci
2013-11-17T20:16:34.290Z,-14.3133,-75.4679,4.5,us
2013-11-17T20:13:09.000Z,51.8296,-173.2104,2.2,ak
2013-11-17T20:06:30.000Z,39.6042,-123.6465,2.4,nc
2013-11-17T19:59:57.300Z,47.4778,-122.3828,2.5,uw
2013-11-17T19:57:02.000Z,60.1783,-153.8457,4.3,ak
2013-11-17T19:53:04.000Z,65.3287,-144.6669,1.5,ak
2013-11-17T19:47:59.000Z,61.4902,-149.5818,1.8,ak
2013-11-17T19:41:00.000Z,59.8408,-153.3998,2.4,ak
2013-11-17T19:32:14.000Z,63.2992,-151.0524,2.5,ak
2013-11-17T19:24:27.000Z,64.1199,-149.3699,1.4,ak
2013-11-17T19:05:05.690Z,-60.1932,-46.7635,4.6,us
2013-11-17T18:53:42.400Z,35.246,-118.9368,1.7,ci
2013-11-17T18:41:41.000Z,62.2288,-145.6368,1.5,ak
2013-11-17T18:40:17.100Z,17.9204,-67.0875,2.4,pr
2013-11-17T18:19:42.000Z,61.1987,-147.2207,1.6,ak
2013-11-17T18:12:58.080Z,-11.6526,165.9611,4.8,us
2013-11-17T18:12:11.000Z,59.9601,-151.5788,1.5,ak
2013-11-17T18:06:59.800Z,35.9934,-91.0537,1.9,nm
2013-11-17T17:53:49.000Z,64.0916,-148.7672,1.4,ak
2013-11-17T17:51:45.000Z,50.9678,-177.4942,2.9,ak
2013-11-17T17:37:14.110Z,-10.3057,-11.8953,5.5,us
2013-11-17T17:36:39.000Z,60.5681,-151.0213,1.4,ak
2013-11-17T17:34:30.670Z,-60.1994,-46.5807,4.8,us
2013-11-17T17:30:15.910Z,-60.1976,-46.8413,4.6,us
2013-11-17T17:27:35.000Z,65.2654,-150.0463,1.7,ak
2013-11-17T17:13:16.500Z,39.1797,-123.7132,2,nc
2013-11-17T17:08:16.710Z,-60.279,-45.8924,4.8,us
2013-11-17T17:05:46.400Z,47.8732,-121.648,2.1,uw
2013-11-17T16:54:51.900Z,33.6847,-115.9977,1.1,ci
2013-11-17T16:52:29.000Z,59.9478,-151.8146,1.7,ak
2013-11-17T16:49:54.000Z,61.0545,-150.8744,1.6,ak
